PLANNR,LBNR,MGD,,DATO/DATE,Antal/Number,TOERSTOF/Dry matter,N (Total-N),PH,P,K,CU,C,NH4-N,LNIR_NH4N,LSNBET,,,,,,,,,,
030181717,001,,,1/1/2017,,4.36,4.91,,0.52,3.40,,,3.39,,"Gylle, kvæg",,,,,,,,,,
030181717,001,,,,,4.36,4.91,,0.52,3.40,,,3.39,,"Gylle, kvæg",,,,,,,,,,
030181717,001,,,,,4.36,4.91,,0.52,3.40,,,3.39,,"Gylle, kvæg",,,,,,,,,,
030181717,001,,,,,4.36,4.91,,0.52,3.40,,,3.39,,"Gylle, kvæg",,,,,,,,,,
030181717,001,,,,,4.36,4.91,,0.52,3.40,,,3.39,,"Gylle, kvæg",,,,,,,,,,
030181717,001,,,,,4.36,4.91,,0.52,3.40,,,3.39,,"Gylle, kvæg",,,,,,,,,,
030181717,001,,,,,4.36,4.91,,0.52,3.40,,,3.39,,"Gylle, kvæg",,,,,,,,,,
030181515,001,,,,,4.47,3.40,6.72,0.38,3.62,,,2.30,,"Gylle, kvæg",,,,,,,,,,
030181515,001,,,,,4.47,3.40,6.72,0.38,3.62,,,2.30,,"Gylle, kvæg",,,,,,,,,,
030181515,001,,,1/1/2015,,4.47,3.40,6.72,0.38,3.62,,,2.30,,"Gylle, kvæg",,,,,,,,,,
030091717,001,83,,,,4.50,2.50,,0.45,2.79,,,1.50,,"Gylle, kvæg",,,,,,,,,,
030091717,001,83,,,,4.50,2.50,,0.45,2.79,,,1.50,,"Gylle, kvæg",,,,,,,,,,
030091717,001,,,,,4.50,2.50,,0.45,2.79,,,1.50,,"Gylle, kvæg",,,,,,,,,,
030091717,001,,,,,4.50,2.50,,0.45,2.79,,,1.50,,"Gylle, kvæg",,,,,,,,,,
030091717,001,,,1/1/2017,,4.50,2.50,,0.45,2.79,,,1.50,,"Gylle, kvæg",,,,,,,,,,
070661515,002,,,,,4.54,4.24,,0.64,2.91,,,3.06,,"Gylle, kvæg",,,,,,,,,,
070661515,002,,,1/1/2015,,4.54,4.24,,0.64,2.91,,,3.06,,"Gylle, kvæg",,,,,,,,,,
030091717,001,,,1/1/2017,,4.60,2.73,,0.46,2.21,,,1.55,,"Gylle, kvæg",,,,,,,,,,
030181616,001,,,1/1/2016,,4.60,4.60,7.61,0.51,2.71,,,3.33,,"Gylle, kvæg",,,,,,,,,,
030181616,001,,,,,4.60,4.60,7.61,0.51,2.71,,,3.33,,"Gylle, kvæg",,,,,,,,,,
030181616,001,,,,,4.60,4.60,7.61,0.51,2.71,,,3.33,,"Gylle, kvæg",,,,,,,,,,
030141313,003,80,,3/5/2013,,4.67,,,,,,,,1.18,"Gylle, kvæg",,,,,,,,,,
030191313,001,80,,4/24/2013,,4.67,,,,,,,,1.18,"Gylle, kvæg",,,,,,,,,,
030201313,001,80,,4/24/2013,,4.67,,,,,,,,1.18,"Gylle, kvæg",,,,,,,,,,
030361313,001,20,,4/24/2013,,4.67,,,,,,,,1.18,"Gylle, kvæg",,,,,,,,,,
031201313,003,20,,3/14/2013,,4.67,,,,,,,,1.18,"Gylle, kvæg",,,,,,,,,,
070169797,008,30,,5/9/1997,,4.70,2.73,6.60,0.60,1.88,,,1.42,,"Gylle, kvæg",,,,,,,,,,
070661616,002,,,4/18/2016,,5.07,3.36,,0.55,2.58,,,1.72,,"Gylle, kvæg",,,,,,,,,,
070661515,001,,,1/1/2015,,5.12,3.40,,0.56,2.92,,,2.14,,"Gylle, kvæg",,,,,,,,,,
070661515,001,,,,,5.12,3.40,,0.56,2.92,,,2.14,,"Gylle, kvæg",,,,,,,,,,
030211213,001,,,,,5.15,2.42,7.46,0.44,2.58,,1.80,1.33,,"Gylle, kvæg",,,,,,,,,,
030211213,001,,,,,5.15,2.42,7.46,0.44,2.58,,1.80,1.33,,"Gylle, kvæg",,,,,,,,,,
030211213,001,,,7/9/2013,,5.15,2.42,7.46,0.44,2.58,,1.80,1.33,,"Gylle, kvæg",,,,,,,,,,
030211213,001,,,,,5.15,2.42,7.46,0.44,2.58,,1.80,1.33,,"Gylle, kvæg",,,,,,,,,,
030180909,004,105.2,,,,5.25,2.27,7.18,0.48,2.10,,23.00,1.39,,"Gylle, kvæg",,,,,,,,,,
030180909,004,128.2,,4/8/2009,,5.25,2.27,7.18,0.48,2.10,,23.00,1.39,,"Gylle, kvæg",,,,,,,,,,
030180909,004,112,,,,5.25,2.27,7.18,0.48,2.10,,23.00,1.39,,"Gylle, kvæg",,,,,,,,,,
030180909,004,105.2,,,,5.25,2.27,7.18,0.48,2.10,,23.00,1.39,,"Gylle, kvæg",,,,,,,,,,
030180909,004,128.2,,,,5.25,2.27,7.18,0.48,2.10,,23.00,1.39,,"Gylle, kvæg",,,,,,,,,,
030180909,004,92,,,,5.25,2.27,7.18,0.48,2.10,,23.00,1.39,,"Gylle, kvæg",,,,,,,,,,
030180909,004,112,,,,5.25,2.27,7.18,0.48,2.10,,23.00,1.39,,"Gylle, kvæg",,,,,,,,,,
030180909,004,52.6,,,,5.25,2.27,7.18,0.48,2.10,,23.00,1.39,,"Gylle, kvæg",,,,,,,,,,
030180909,004,38,,,,5.25,2.27,7.18,0.48,2.10,,23.00,1.39,,"Gylle, kvæg",,,,,,,,,,
030500909,002,42.7,,,,5.25,2.27,7.18,0.48,2.10,,23.00,1.39,,"Gylle, kvæg",,,,,,,,,,
030500909,002,84.3,,,,5.25,2.27,7.18,0.48,2.10,,23.00,1.39,,"Gylle, kvæg",,,,,,,,,,
030500909,002,84.3,,,,5.25,2.27,7.18,0.48,2.10,,23.00,1.39,,"Gylle, kvæg",,,,,,,,,,
030181717,001,,,,,5.28,4.98,7.60,0.74,3.70,,,3.25,,"Gylle, kvæg",,,,,,,,,,
030181717,001,,,10/3/2017,,5.28,4.98,7.60,0.74,3.70,,,3.25,,"Gylle, kvæg",,,,,,,,,,
030181717,001,,,,,5.28,4.98,7.60,0.74,3.70,,,3.25,,"Gylle, kvæg",,,,,,,,,,
030181717,002,,,,,5.28,4.98,7.60,0.74,3.70,,,3.25,,"Gylle, kvæg",,,,,,,,,,
030181717,003,,,,,5.28,4.98,7.60,0.74,3.70,,,3.25,,"Gylle, kvæg",,,,,,,,,,
030131717,001,35,,4/28/2017,,5.49,2.63,,0.47,2.69,,,1.50,,"Gylle, kvæg",,,,,,,,,,
070661515,001,,,,,5.52,3.53,,0.61,2.82,,,2.38,,"Gylle, kvæg",,,,,,,,,,
070661515,001,,,,,5.52,3.53,,0.61,2.82,,,2.38,,"Gylle, kvæg",,,,,,,,,,
070661515,001,,,,,5.52,3.53,,0.61,2.82,,,2.38,,"Gylle, kvæg",,,,,,,,,,
070661515,001,,,,,5.52,3.53,,0.61,2.82,,,2.38,,"Gylle, kvæg",,,,,,,,,,
070661515,001,,,,,5.52,3.53,,0.61,2.82,,,2.38,,"Gylle, kvæg",,,,,,,,,,
070661515,001,,,4/15/2015,,5.52,3.53,,0.61,2.82,,,2.38,,"Gylle, kvæg",,,,,,,,,,
070661515,001,,,,,5.52,3.53,,0.61,2.82,,,2.38,,"Gylle, kvæg",,,,,,,,,,
070661515,001,,,,,5.52,3.53,,0.61,2.82,,,2.38,,"Gylle, kvæg",,,,,,,,,,
030180909,004,92,,,,5.59,2.39,6.50,0.35,2.68,,26.00,1.17,,"Gylle, kvæg",,,,,,,,,,
030180909,004,58,,,,5.59,2.39,6.50,0.35,2.68,,26.00,1.17,,"Gylle, kvæg",,,,,,,,,,
030180909,004,91,,,,5.59,2.39,6.50,0.35,2.68,,26.00,1.17,,"Gylle, kvæg",,,,,,,,,,
030180909,004,118,,6/15/2009,,5.59,2.39,6.50,0.35,2.68,,26.00,1.17,,"Gylle, kvæg",,,,,,,,,,
030211213,001,,,,,5.60,2.97,7.27,0.49,2.52,,2.41,1.71,,"Gylle, kvæg",,,,,,,,,,
030211213,001,,,,,5.60,2.97,7.27,0.49,2.52,,2.41,1.71,,"Gylle, kvæg",,,,,,,,,,
030211213,001,,,4/11/2013,,5.60,2.97,7.27,0.49,2.52,,2.41,1.71,,"Gylle, kvæg",,,,,,,,,,
030181515,001,,,5/19/2015,,5.68,3.22,7.08,0.42,7.38,,,1.75,,"Gylle, kvæg",,,,,,,,,,
030211313,001,,,,,5.69,2.98,6.86,0.43,2.22,,,1.66,,"Gylle, kvæg",,,,,,,,,,
030211313,001,,,,,5.69,2.98,6.86,0.43,2.22,,,1.66,,"Gylle, kvæg",,,,,,,,,,
030211313,001,,,7/8/2013,,5.69,2.98,6.86,0.43,2.22,,,1.66,,"Gylle, kvæg",,,,,,,,,,
030211213,003,,,,,5.70,3.00,7.06,0.43,2.45,,2.51,1.68,,"Gylle, kvæg",,,,,,,,,,
030211213,003,,,5/7/2013,,5.70,3.00,7.06,0.43,2.45,,2.51,1.68,,"Gylle, kvæg",,,,,,,,,,
030211213,003,,,,,5.70,3.00,7.06,0.43,2.45,,2.51,1.68,,"Gylle, kvæg",,,,,,,,,,
030211212,001,47.6,,,,5.71,2.86,7.14,0.45,2.28,,2.34,1.66,,"Gylle, kvæg",,,,,,,,,,
030211212,001,47.6,,3/27/2012,,5.71,2.86,7.14,0.45,2.28,,2.34,1.66,,"Gylle, kvæg",,,,,,,,,,
030211212,001,47.6,,,,5.71,2.86,7.14,0.45,2.28,,2.34,1.66,,"Gylle, kvæg",,,,,,,,,,
030211212,003,51.4,,,,5.72,2.82,7.12,0.37,2.52,,2.52,1.58,,"Gylle, kvæg",,,,,,,,,,
030211212,003,,,,,5.72,2.82,7.12,0.37,2.52,,2.52,1.58,,"Gylle, kvæg",,,,,,,,,,
030211212,003,51.4,,,,5.72,2.82,7.12,0.37,2.52,,2.52,1.58,,"Gylle, kvæg",,,,,,,,,,
030211212,003,51.4,,3/22/2012,,5.72,2.82,7.12,0.37,2.52,,2.52,1.58,,"Gylle, kvæg",,,,,,,,,,
030211213,001,,,4/11/2013,,5.80,2.95,6.20,0.51,2.61,,2.32,1.73,,"Gylle, kvæg",,,,,,,,,,
030211213,001,,,,,5.80,2.95,6.20,0.51,2.61,,2.32,1.73,,"Gylle, kvæg",,,,,,,,,,
030211213,001,,,,,5.80,2.95,6.20,0.51,2.61,,2.32,1.73,,"Gylle, kvæg",,,,,,,,,,
070661616,002,,,,,5.80,3.19,7.17,0.48,2.78,,,1.79,,"Gylle, kvæg",,,,,,,,,,
070661616,002,,,,,5.80,3.19,7.17,0.48,2.78,,,1.79,,"Gylle, kvæg",,,,,,,,,,
070661616,002,,,4/21/2016,,5.80,3.19,7.17,0.48,2.78,,,1.79,,"Gylle, kvæg",,,,,,,,,,
070661616,002,,,,,5.80,3.19,7.17,0.48,2.78,,,1.79,,"Gylle, kvæg",,,,,,,,,,
070661616,002,,,,,5.80,3.19,7.17,0.48,2.78,,,1.79,,"Gylle, kvæg",,,,,,,,,,
070661616,002,,,,,5.80,3.19,7.17,0.48,2.78,,,1.79,,"Gylle, kvæg",,,,,,,,,,
030211313,002,17.9,,,,5.85,3.18,7.09,0.47,3.28,,2.75,2.14,,"Gylle, kvæg",,,,,,,,,,
030211313,002,17.9,,6/10/2013,,5.85,3.18,7.09,0.47,3.28,,2.75,2.14,,"Gylle, kvæg",,,,,,,,,,
030211313,002,17.9,,,,5.85,3.18,7.09,0.47,3.28,,2.75,2.14,,"Gylle, kvæg",,,,,,,,,,
030211313,002,52.4,,,,5.99,3.16,5.77,0.53,3.23,,2.28,2.13,,"Gylle, kvæg",,,,,,,,,,
070911717,001,32,,,,6.03,3.85,,0.59,3.02,,,2.15,,"Gylle, kvæg",,,,,,,,,,
070911717,001,32,,,,6.03,3.85,,0.59,3.02,,,2.15,,"Gylle, kvæg",,,,,,,,,,
070911717,001,32,,,,6.03,3.85,,0.59,3.02,,,2.15,,"Gylle, kvæg",,,,,,,,,,
070911717,001,32,,3/14/2017,,6.03,3.85,,0.59,3.02,,,2.15,,"Gylle, kvæg",,,,,,,,,,
070911717,001,32,,,,6.03,3.85,,0.59,3.02,,,2.15,,"Gylle, kvæg",,,,,,,,,,
070911717,001,32,,,,6.03,3.85,,0.59,3.02,,,2.15,,"Gylle, kvæg",,,,,,,,,,
030181111,003,25,,,,6.04,3.23,6.97,0.56,2.90,,24.00,1.96,,"Gylle, kvæg",,,,,,,,,,
030181111,003,50,,6/22/2011,,6.04,3.23,6.97,0.56,2.90,,24.00,1.96,,"Gylle, kvæg",,,,,,,,,,
030181717,001,,,1/1/2017,,6.06,5.54,,0.91,5.70,,,3.58,,"Gylle, kvæg",,,,,,,,,,
070601414,001,,,4/30/2014,,6.19,2.89,7.39,0.45,2.29,,,1.58,,"Gylle, kvæg",,,,,,,,,,
070601414,002,,,4/3/2014,,6.19,2.89,7.27,0.41,2.29,,,1.57,,"Gylle, kvæg",,,,,,,,,,
030211314,001,,,,,6.29,3.65,6.85,0.42,2.52,,,2.06,,"Gylle, kvæg",,,,,,,,,,
030211314,001,,,4/10/2014,,6.29,3.65,6.85,0.42,2.52,,,2.06,,"Gylle, kvæg",,,,,,,,,,
030211314,001,,,,,6.29,3.65,6.85,0.42,2.52,,,2.06,,"Gylle, kvæg",,,,,,,,,,
030180909,002,92,,,,6.3,2.21,7.19,0.69,2.21,,31.90,1.55,,"Gylle, kvæg",,,,,,,,,,
030180909,002,111,,,,6.3,2.21,7.19,0.69,2.21,,31.90,1.55,,"Gylle, kvæg",,,,,,,,,,
030180909,002,112,,,,6.3,2.21,7.19,0.69,2.21,,31.90,1.55,,"Gylle, kvæg",,,,,,,,,,
030180909,002,92,,,,6.3,2.21,7.19,0.69,2.21,,31.90,1.55,,"Gylle, kvæg",,,,,,,,,,
030180909,002,111,,,,6.3,2.21,7.19,0.69,2.21,,31.90,1.55,,"Gylle, kvæg",,,,,,,,,,
030180909,002,93,,,,6.3,2.21,7.19,0.69,2.21,,31.90,1.55,,"Gylle, kvæg",,,,,,,,,,
030180909,002,112,,,,6.3,2.21,7.19,0.69,2.21,,31.90,1.55,,"Gylle, kvæg",,,,,,,,,,
030180909,002,44,,,,6.3,2.21,7.19,0.69,2.21,,31.90,1.55,,"Gylle, kvæg",,,,,,,,,,
030180909,002,41,,4/29/2009,,6.3,2.21,7.19,0.69,2.21,,31.90,1.55,,"Gylle, kvæg",,,,,,,,,,
030181010,001,47.6,,,,6.32,3.71,7.00,0.63,3.03,,34.50,2.15,,"Gylle, kvæg",,,,,,,,,,
030181010,001,47.6,,,,6.32,3.71,7.00,0.63,3.03,,34.50,2.15,,"Gylle, kvæg",,,,,,,,,,
030181010,001,47.6,,,,6.32,3.71,7.00,0.63,3.03,,34.50,2.15,,"Gylle, kvæg",,,,,,,,,,
030181010,001,47.6,,,,6.32,3.71,7.00,0.63,3.03,,34.50,2.15,,"Gylle, kvæg",,,,,,,,,,
030181010,001,47.6,,,,6.32,3.71,7.00,0.63,3.03,,34.50,2.15,,"Gylle, kvæg",,,,,,,,,,
030181010,001,26.2,,4/15/2010,,6.32,3.71,7.00,0.63,3.03,,34.50,2.15,,"Gylle, kvæg",,,,,,,,,,
030101010,001,45.7,,,,6.35,3.22,6.94,0.44,2.98,,30.90,1.83,,"Gylle, kvæg",,,,,,,,,,
030101010,001,45.7,,6/16/2010,,6.35,3.22,6.94,0.44,2.98,,30.90,1.83,,"Gylle, kvæg",,,,,,,,,,
030101010,002,45.7,,,,6.35,3.22,6.94,0.44,2.98,,30.90,1.83,,"Gylle, kvæg",,,,,,,,,,
030101010,002,45.7,,,,6.35,3.22,6.94,0.44,2.98,,30.90,1.83,,"Gylle, kvæg",,,,,,,,,,
030101010,003,45.7,,,,6.35,3.22,6.94,0.44,2.98,,30.90,1.83,,"Gylle, kvæg",,,,,,,,,,
030101010,003,45.7,,,,6.35,3.22,6.94,0.44,2.98,,30.90,1.83,,"Gylle, kvæg",,,,,,,,,,
070631414,002,,,4/1/2014,,6.43,2.88,7.24,0.40,2.31,,,1.11,,"Gylle, kvæg",,,,,,,,,,
030181010,002,47.6,,,,6.5,3.74,7.04,0.60,2.93,,32.80,2.08,,"Gylle, kvæg",,,,,,,,,,
030181010,002,47.6,,,,6.5,3.74,7.04,0.60,2.93,,32.80,2.08,,"Gylle, kvæg",,,,,,,,,,
030181010,002,47.6,,,,6.5,3.74,7.04,0.60,2.93,,32.80,2.08,,"Gylle, kvæg",,,,,,,,,,
030181010,002,47.6,,,,6.5,3.74,7.04,0.60,2.93,,32.80,2.08,,"Gylle, kvæg",,,,,,,,,,
030181010,002,47.6,,4/15/2010,,6.5,3.74,7.04,0.60,2.93,,32.80,2.08,,"Gylle, kvæg",,,,,,,,,,
030181010,002,26.2,,,,6.5,3.74,7.04,0.60,2.93,,32.80,2.08,,"Gylle, kvæg",,,,,,,,,,
070169797,002,30,,,,6.5,3.83,6.80,0.70,3.62,,,2.22,,"Gylle, kvæg",,,,,,,,,,
030211212,001,31.4,,,,6.52,3.25,6.96,0.53,2.87,,2.67,1.83,,"Gylle, kvæg",,,,,,,,,,
030211212,001,31.4,,,,6.52,3.25,6.96,0.53,2.87,,2.67,1.83,,"Gylle, kvæg",,,,,,,,,,
030211212,001,31.4,,6/12/2004,,6.52,3.25,6.96,0.53,2.87,,2.67,1.83,,"Gylle, kvæg",,,,,,,,,,
070631414,002,,,5/1/2014,,6.58,2.91,7.46,0.48,2.17,,,1.53,,"Gylle, kvæg",,,,,,,,,,
030211213,003,,,,,6.63,3.39,6.90,0.56,2.59,,2.92,1.89,,"Gylle, kvæg",,,,,,,,,,
030211213,003,,,,,6.63,3.39,6.90,0.56,2.59,,2.92,1.89,,"Gylle, kvæg",,,,,,,,,,
030211213,003,,,6/11/2013,,6.63,3.39,6.90,0.56,2.59,,2.92,1.89,,"Gylle, kvæg",,,,,,,,,,
030201313,002,,,4/29/2013,,6.66,3.21,,0.53,2.66,,,1.87,,"Gylle, kvæg",,,,,,,,,,
070951717,001,,,,,6.67,3.53,7.80,0.67,3.60,,,1.85,,"Gylle, kvæg",,,,,,,,,,
070951717,001,,,,,6.67,3.53,7.80,0.67,3.60,,,1.85,,"Gylle, kvæg",,,,,,,,,,
070951717,001,,,,,6.67,3.53,7.80,0.67,3.60,,,1.85,,"Gylle, kvæg",,,,,,,,,,
070951717,001,,,,,6.67,3.53,7.80,0.67,3.60,,,1.85,,"Gylle, kvæg",,,,,,,,,,
070951717,001,,,,,6.67,3.53,7.80,0.67,3.60,,,1.85,,"Gylle, kvæg",,,,,,,,,,
070951717,001,,,1/1/2017,,6.67,3.53,7.80,0.67,3.60,,,1.85,,"Gylle, kvæg",,,,,,,,,,
070951717,001,,,,,6.67,3.53,7.80,0.67,3.60,,,1.85,,"Gylle, kvæg",,,,,,,,,,
070951717,001,,,,,6.67,3.53,7.80,0.67,3.60,,,1.85,,"Gylle, kvæg",,,,,,,,,,
030211212,003,27.9,,,,6.69,3.63,6.85,0.52,2.61,,2.88,2.14,,"Gylle, kvæg",,,,,,,,,,
030211212,003,,,,,6.69,3.63,6.85,0.52,2.61,,2.88,2.14,,"Gylle, kvæg",,,,,,,,,,
030211212,003,,,6/7/2012,,6.69,3.63,6.85,0.52,2.61,,2.88,2.14,,"Gylle, kvæg",,,,,,,,,,
030501010,001,22.6,,,,6.7,3.80,6.97,0.61,2.81,,34.10,2.20,,"Gylle, kvæg",,,,,,,,,,
030501010,001,42.9,,,,6.7,3.80,6.97,0.61,2.81,,34.10,2.20,,"Gylle, kvæg",,,,,,,,,,
030501010,001,42.9,,4/16/2010,,6.7,3.80,6.97,0.61,2.81,,34.10,2.20,,"Gylle, kvæg",,,,,,,,,,
070951717,001,,,1/1/2017,,6.75,3.52,,0.68,3.71,,,2.05,,"Gylle, kvæg",,,,,,,,,,
030191313,002,,,4/29/2013,,6.76,3.24,,0.53,2.70,,,1.87,,"Gylle, kvæg",,,,,,,,,,
030211213,003,,,,,6.76,3.49,6.96,0.61,2.77,,2.77,1.90,,"Gylle, kvæg",,,,,,,,,,
030211213,003,,,8/16/2013,,6.76,3.49,6.96,0.61,2.77,,2.77,1.90,,"Gylle, kvæg",,,,,,,,,,
030211213,003,,,,,6.76,3.49,6.96,0.61,2.77,,2.77,1.90,,"Gylle, kvæg",,,,,,,,,,
030211213,003,,,,,6.76,3.49,6.96,0.61,2.77,,2.77,1.90,,"Gylle, kvæg",,,,,,,,,,
070911717,001,,,1/1/2017,,6.79,4.21,,0.59,2.92,,,2.49,,"Gylle, kvæg",,,,,,,,,,
030331414,002,40,,4/20/2014,,6.84,,,,,,,,1.65,"Gylle, kvæg",,,,,,,,,,
030331414,003,25.8,,4/11/2014,,6.84,,,,,,,,1.65,"Gylle, kvæg",,,,,,,,,,
030361414,002,40,,4/11/2014,,6.84,,,,,,,,1.65,"Gylle, kvæg",,,,,,,,,,
030501111,002,32.1,,,,6.86,3.25,,0.45,3.29,,11.70,1.60,,"Gylle, kvæg",,,,,,,,,,
030501111,002,64.3,,,,6.86,3.25,,0.45,3.29,,11.70,1.60,,"Gylle, kvæg",,,,,,,,,,
030501111,002,64.3,,4/27/2011,,6.86,3.25,,0.45,3.29,,11.70,1.60,,"Gylle, kvæg",,,,,,,,,,
030181111,003,51,,4/28/2011,,6.87,3.30,7.09,0.58,3.02,,39.10,1.98,,"Gylle, kvæg",,,,,,,,,,
030181111,003,52.4,,,,6.87,3.30,7.09,0.58,3.02,,39.10,1.98,,"Gylle, kvæg",,,,,,,,,,
030181111,003,52.4,,,,6.87,3.30,7.09,0.58,3.02,,39.10,1.98,,"Gylle, kvæg",,,,,,,,,,
030181111,003,52.4,,,,6.87,3.30,7.09,0.58,3.02,,39.10,1.98,,"Gylle, kvæg",,,,,,,,,,
030181111,003,26,,,,6.87,3.30,7.09,0.58,3.02,,39.10,1.98,,"Gylle, kvæg",,,,,,,,,,
030181111,003,51,,,,6.87,3.30,7.09,0.58,3.02,,39.10,1.98,,"Gylle, kvæg",,,,,,,,,,
030211314,001,,,5/22/2014,,6.89,3.62,6.93,0.49,2.00,,,2.26,,"Gylle, kvæg",,,,,,,,,,
030211314,001,,,,,6.89,3.62,6.93,0.49,2.00,,,2.26,,"Gylle, kvæg",,,,,,,,,,
030211314,001,,,,,6.89,3.62,6.93,0.49,2.00,,,2.26,,"Gylle, kvæg",,,,,,,,,,
030181010,003,47.6,,,,6.94,3.03,6.58,0.64,2.22,,33.80,2.04,,"Gylle, kvæg",,,,,,,,,,
030181010,003,47.6,,,,6.94,3.03,6.58,0.64,2.22,,33.80,2.04,,"Gylle, kvæg",,,,,,,,,,
030181010,003,47.6,,5/10/2010,,6.94,3.03,6.58,0.64,2.22,,33.80,2.04,,"Gylle, kvæg",,,,,,,,,,
030181010,003,47.6,,,,6.94,3.03,6.58,0.64,2.22,,33.80,2.04,,"Gylle, kvæg",,,,,,,,,,
030181010,003,47.6,,,,6.94,3.03,6.58,0.64,2.22,,33.80,2.04,,"Gylle, kvæg",,,,,,,,,,
030181010,003,26.2,,,,6.94,3.03,6.58,0.64,2.22,,33.80,2.04,,"Gylle, kvæg",,,,,,,,,,
030180909,002,93,,,,6.96,2.37,7.04,0.65,2.02,,32.40,1.25,,"Gylle, kvæg",,,,,,,,,,
030180909,002,63,,6/17/2009,,6.96,2.37,7.04,0.65,2.02,,32.40,1.25,,"Gylle, kvæg",,,,,,,,,,
030180909,002,92,,,,6.96,2.37,7.04,0.65,2.02,,32.40,1.25,,"Gylle, kvæg",,,,,,,,,,
030180909,002,121,,,,6.96,2.37,7.04,0.65,2.02,,32.40,1.25,,"Gylle, kvæg",,,,,,,,,,
030211314,001,,,6/26/2014,,6.98,3.61,6.58,0.46,2.37,,,2.27,,"Gylle, kvæg",,,,,,,,,,
030211314,001,,,,,6.98,3.61,6.58,0.46,2.37,,,2.27,,"Gylle, kvæg",,,,,,,,,,
030211314,001,,,,,6.98,3.61,6.58,0.46,2.37,,,2.27,,"Gylle, kvæg",,,,,,,,,,
030211314,001,,,,,6.98,3.61,6.58,0.46,2.37,,,2.27,,"Gylle, kvæg",,,,,,,,,,
030181313,001,,,,,7.02,3.62,6.92,0.60,2.32,,2.74,2.16,,"Gylle, kvæg",,,,,,,,,,
030181313,001,,,,,7.02,3.62,6.92,0.60,2.32,,2.74,2.16,,"Gylle, kvæg",,,,,,,,,,
030181313,002,,,6/11/2013,,7.02,3.62,6.92,0.60,2.32,,2.74,2.16,,"Gylle, kvæg",,,,,,,,,,
030181313,002,,,,,7.02,3.62,6.92,0.60,2.32,,2.74,2.16,,"Gylle, kvæg",,,,,,,,,,
030211212,001,26.7,,,,7.13,3.42,6.77,0.57,2.78,,2.99,1.94,,"Gylle, kvæg",,,,,,,,,,
030211212,001,26.7,,7/9/2012,,7.13,3.42,6.77,0.57,2.78,,2.99,1.94,,"Gylle, kvæg",,,,,,,,,,
030211212,001,26.7,,,,7.13,3.42,6.77,0.57,2.78,,2.99,1.94,,"Gylle, kvæg",,,,,,,,,,
030211212,001,26.7,,,,7.13,3.42,6.77,0.57,2.78,,2.99,1.94,,"Gylle, kvæg",,,,,,,,,,
030211212,002,43,,,,7.13,3.36,6.89,0.51,2.99,,3.07,1.78,,"Gylle, kvæg",,,,,,,,,,
030211212,002,43,,,,7.13,3.36,6.89,0.51,2.99,,3.07,1.78,,"Gylle, kvæg",,,,,,,,,,
030211212,002,43,,3/28/2012,,7.13,3.36,6.89,0.51,2.99,,3.07,1.78,,"Gylle, kvæg",,,,,,,,,,
030211212,002,43,,,,7.13,3.36,6.89,0.51,2.99,,3.07,1.78,,"Gylle, kvæg",,,,,,,,,,
030181111,001,27,,,,7.22,4.09,6.89,0.59,2.67,,31.00,2.35,,"Gylle, kvæg",,,,,,,,,,
030181111,001,53,,6/10/2011,,7.22,4.09,6.89,0.59,2.67,,31.00,2.35,,"Gylle, kvæg",,,,,,,,,,
030181111,002,27,,,,7.22,4.09,6.89,0.59,2.67,,31.00,2.35,,"Gylle, kvæg",,,,,,,,,,
030181111,002,53,,,,7.22,4.09,6.89,0.59,2.67,,31.00,2.35,,"Gylle, kvæg",,,,,,,,,,
030180909,003,75,,,,7.24,2.60,7.12,0.55,2.68,,28.20,1.78,,"Gylle, kvæg",,,,,,,,,,
030180909,003,92,,,,7.24,2.60,7.12,0.55,2.68,,28.20,1.78,,"Gylle, kvæg",,,,,,,,,,
030180909,003,92,,,,7.24,2.60,7.12,0.55,2.68,,28.20,1.78,,"Gylle, kvæg",,,,,,,,,,
030180909,003,74,,,,7.24,2.60,7.12,0.55,2.68,,28.20,1.78,,"Gylle, kvæg",,,,,,,,,,
030180909,003,91,,,,7.24,2.60,7.12,0.55,2.68,,28.20,1.78,,"Gylle, kvæg",,,,,,,,,,
030180909,003,75,,,,7.24,2.60,7.12,0.55,2.68,,28.20,1.78,,"Gylle, kvæg",,,,,,,,,,
030180909,003,92,,4/29/2009,,7.24,2.60,7.12,0.55,2.68,,28.20,1.78,,"Gylle, kvæg",,,,,,,,,,
030180909,003,36,,,,7.24,2.60,7.12,0.55,2.68,,28.20,1.78,,"Gylle, kvæg",,,,,,,,,,
030180909,003,36,,,,7.24,2.60,7.12,0.55,2.68,,28.20,1.78,,"Gylle, kvæg",,,,,,,,,,
030181313,002,,,4/23/2013,,7.28,4.06,,,,,,,,"Gylle, kvæg",,,,,,,,,,
030181414,001,,,,,7.28,3.43,,0.51,2.11,,,1.85,,"Gylle, kvæg",,,,,,,,,,
030181414,001,,,,,7.28,3.43,,0.51,2.11,,,1.85,,"Gylle, kvæg",,,,,,,,,,
030181414,001,,,4/15/2014,,7.28,3.43,,0.51,2.11,,,1.85,,"Gylle, kvæg",,,,,,,,,,
030181414,001,,,,,7.28,3.43,,0.51,2.11,,,1.85,,"Gylle, kvæg",,,,,,,,,,
030181414,001,,,,,7.28,3.43,,0.51,2.11,,,1.85,,"Gylle, kvæg",,,,,,,,,,
