PLANNR,LBNR,MGD,,DATO/DATE,Antal/Number,TOERSTOF/Dry matter,N (Total-N),PH,P,K,CU,C,NH4-N,LNIR_NH4N,LSNBET,,,,,,,,,,
070221414,002,,,4/23/2014,,4.54,5.02,6.27,0.86,1.91,,,3.89,,"Gylle, svin Markforsuring",,,,,,,,,,
070601515,002,,,1/1/2015,,4.65,3.53,6.49,0.74,2.09,,,2.33,,"Gylle, svin Markforsuring",,,,,,,,,,
070021414,004,,,9/17/2013,,4.79,5.27,7.16,1.10,2.87,,,3.90,,"Gylle, svin Markforsuring",,,,,,,,,,
070211414,004,,,5/21/2014,,4.8,3.95,6.08,0.86,1.82,,,2.96,,"Gylle, svin Markforsuring",,,,,,,,,,
070221313,003,,,5/6/2013,,4.83,5.58,6.40,0.97,2.08,,1.74,4.20,,"Gylle, svin Markforsuring",,,,,,,,,,
070021414,005,,,9/17/2013,,4.91,4.78,5.53,1.08,2.75,,,3.53,,"Gylle, svin Markforsuring",,,,,,,,,,
070221414,002,,,4/23/2014,,4.93,4.93,6.02,0.99,1.92,,,3.93,,"Gylle, svin Markforsuring",,,,,,,,,,
070221414,002,,,4/23/2014,,5.18,5.07,5.87,0.98,1.92,,,3.91,,"Gylle, svin Markforsuring",,,,,,,,,,
070211313,004,,,5/2/2013,,5.52,4.05,6.04,0.88,1.82,,2.26,2.70,,"Gylle, svin Markforsuring",,,,,,,,,,
070221414,001,,,4/23/2014,,5.52,4.95,6.61,0.99,2.21,,,3.75,,"Gylle, svin Markforsuring",,,,,,,,,,
070211313,003,,,5/28/2013,,5.67,4.57,6.19,1.08,2.84,,,3.43,,"Gylle, svin Markforsuring",,,,,,,,,,
070211313,003,,,5/28/2013,,5.7,4.60,6.48,1.03,2.79,,,3.43,,"Gylle, svin Markforsuring",,,,,,,,,,
070221313,003,,,5/6/2013,,6.16,4.90,6.26,1.36,2.16,,2.53,3.24,,"Gylle, svin Markforsuring",,,,,,,,,,
070221414,002,,,4/23/2014,,6.25,6.26,6.45,1.00,1.88,,,5.02,,"Gylle, svin Markforsuring",,,,,,,,,,
070221414,001,,,4/23/2014,,6.38,4.95,6.22,1.02,2.17,,,3.83,,"Gylle, svin Markforsuring",,,,,,,,,,
070021414,004,,,8/28/2013,,6.42,5.49,6.84,1.28,3.08,,,4.06,,"Gylle, svin Markforsuring",,,,,,,,,,
070221313,003,,,5/6/2013,,6.47,5.14,6.29,1.23,2.26,,2.72,3.34,,"Gylle, svin Markforsuring",,,,,,,,,,
070221414,001,,,4/23/2014,,6.47,5.61,6.11,0.97,2.07,,,4.45,,"Gylle, svin Markforsuring",,,,,,,,,,
070211414,004,,,5/21/2014,,6.48,4.13,6.65,0.97,1.81,,,2.98,,"Gylle, svin Markforsuring",,,,,,,,,,
070221313,003,,,5/6/2013,,6.79,5.13,6.00,1.29,2.38,,2.78,3.31,,"Gylle, svin Markforsuring",,,,,,,,,,
070101010,003,28,,,,6.81,4.27,7.46,1.02,2.11,,31.50,2.86,,"Gylle, svin Markforsuring",,,,,,,,,,
070221414,001,,,4/23/2014,,7.01,5.04,6.36,1.12,2.10,,,3.86,,"Gylle, svin Markforsuring",,,,,,,,,,
070211616,001,24.2,,4/14/2016,,7.12,4.95,6.65,0.68,2.49,,,3.60,,"Gylle, svin Markforsuring",,,,,,,,,,
070211616,002,,,4/14/2016,,7.15,4.98,6.05,0.72,2.57,,,3.66,,"Gylle, svin Markforsuring",,,,,,,,,,
070221313,002,,,5/6/2013,,7.18,5.84,6.49,1.15,3.02,,2.94,4.09,,"Gylle, svin Markforsuring",,,,,,,,,,
070221313,002,,,5/6/2013,,7.18,5.84,6.49,1.15,3.02,,2.94,4.09,,"Gylle, svin Markforsuring",,,,,,,,,,
070101010,001,28,,5/5/2010,,7.67,4.80,7.11,1.53,2.38,,20.20,3.21,,"Gylle, svin Markforsuring",,,,,,,,,,
070101010,002,28,,,,7.67,4.80,7.11,1.53,2.38,,20.20,3.21,,"Gylle, svin Markforsuring",,,,,,,,,,
070221313,002,,,5/6/2013,,7.73,5.87,6.16,1.24,2.94,,2.94,4.10,,"Gylle, svin Markforsuring",,,,,,,,,,
070221313,002,,,5/6/2013,,8.26,6.96,6.40,1.07,2.81,,2.97,5.27,,"Gylle, svin Markforsuring",,,,,,,,,,
070221313,001,,,5/13/2013,,8.42,7.52,6.27,1.52,3.87,,3.03,5.27,,"Gylle, svin Markforsuring",,,,,,,,,,
070221313,001,,,5/13/2013,,8.77,7.79,6.38,1.58,3.86,,3.16,5.27,,"Gylle, svin Markforsuring",,,,,,,,,,
070211616,001,,,1/1/2016,,9.16,6.53,6.51,1.01,3.02,,,4.70,,"Gylle, svin Markforsuring",,,,,,,,,,
070221313,001,,,5/13/2013,,9.22,7.55,5.84,1.66,3.78,,3.23,5.20,,"Gylle, svin Markforsuring",,,,,,,,,,
070211616,002,,,1/1/2016,,9.39,6.52,6.62,1.03,3.29,,,4.68,,"Gylle, svin Markforsuring",,,,,,,,,,
070211616,002,,,1/1/2016,,9.58,6.56,6.24,1.25,3.16,,,4.88,,"Gylle, svin Markforsuring",,,,,,,,,,
070211616,001,,,1/1/2016,,9.89,6.57,6.21,1.19,3.16,,,4.77,,"Gylle, svin Markforsuring",,,,,,,,,,
070601616,001,,,4/20/2016,,2.32,3.24,7.10,0.18,2.55,,,2.52,,"Gylle, svin separeret",,,,,,,,,,
070591616,001,,,,,3.29,2.91,8.09,0.43,2.40,,,2.53,,"Gylle, svin separeret",,,,,,,,,,
070601616,002,,,5/10/2016,,4.18,3.39,8.58,0.21,2.72,,,2.41,,"Gylle, svin separeret",,,,,,,,,,
070601414,001,,,4/30/2014,,2.41,2.27,7.91,0.21,2.19,,,1.42,,"Gylle, væskefraktion",,,,,,,,,,
070601414,002,,,4/3/2014,,2.47,2.34,7.96,0.21,2.20,,,1.51,,"Gylle, væskefraktion",,,,,,,,,,
070601414,001,,,4/30/2014,,2.7,2.27,6.53,0.25,2.11,,,1.48,,"Gylle,væskefrak, Markforsuring",,,,,,,,,,
070601414,002,,,4/3/2014,,2.8,2.34,6.65,0.24,2.30,,,1.50,,"Gylle,væskefrak, Markforsuring",,,,,,,,,,
070329797,006,,,11/18/1997,,1.65,1.50,,0.21,2.28,,,0.05,,Kartoffelfrugtvand,,,,,,,,,,
070329798,001,,,,,3,1.69,4.80,0.42,4.73,,,0.43,,Kartoffelfrugtvand,,,,,,,,,,
070230909,001,2.64,,,,18,8.30,,1.70,24.00,,,0.97,,Kartoffelfrugtvand,,,,,,,,,,
070230909,001,5.28,,3/11/2009,,18,8.30,,1.70,24.00,,,0.97,,Kartoffelfrugtvand,,,,,,,,,,
070230909,001,1.44,,3/11/2009,,18,8.40,,1.70,27.00,,,0.95,,Kartoffelfrugtvand,,,,,,,,,,
070230909,001,2.88,,,,18,8.40,,1.70,27.00,,,0.95,,Kartoffelfrugtvand,,,,,,,,,,
070230909,002,2.64,,,,18,8.60,,1.60,24.00,,,0.95,,Kartoffelfrugtvand,,,,,,,,,,
070230909,002,5.28,,3/11/2009,,18,8.60,,1.60,24.00,,,0.95,,Kartoffelfrugtvand,,,,,,,,,,
070230909,002,1.44,,3/24/2009,,18,8.50,,1.70,23.00,,,1.00,,Kartoffelfrugtvand,,,,,,,,,,
070230909,002,2.88,,,,18,8.50,,1.70,23.00,,,1.00,,Kartoffelfrugtvand,,,,,,,,,,
070230909,003,2.64,,3/24/2009,,18,8.20,,1.70,23.00,,,1.10,,Kartoffelfrugtvand,,,,,,,,,,
070230909,003,5.28,,,,18,8.20,,1.70,23.00,,,1.10,,Kartoffelfrugtvand,,,,,,,,,,
070230909,003,1.44,,,,18,8.30,,1.70,23.00,,,1.10,,Kartoffelfrugtvand,,,,,,,,,,
070230909,003,2.88,,3/24/2009,,18,8.30,,1.70,23.00,,,1.10,,Kartoffelfrugtvand,,,,,,,,,,
070351111,001,1200,,5/2/2011,,98.68,0.89,6.02,24.67,9.18,,31.10,,,Kød- og benmel,,,,,,,,,,
070351111,002,1200,,,,98.68,0.89,6.02,24.67,9.18,,31.10,,,Kød- og benmel,,,,,,,,,,
070351111,003,1200,,,,98.68,0.89,6.02,24.67,9.18,,31.10,,,Kød- og benmel,,,,,,,,,,
070351111,004,1200,,,,98.68,0.89,6.02,24.67,9.18,,31.10,,,Kød- og benmel,,,,,,,,,,
070351111,005,1200,,,,98.68,0.89,6.02,24.67,9.18,,31.10,,,Kød- og benmel,,,,,,,,,,
030501010,001,,,,,7.79,4.24,,,,,,,,Prøve til hurtiganalyse,,,,,,,,,,
030501010,001,,,,,7.79,4.24,,,,,,,,Prøve til hurtiganalyse,,,,,,,,,,
030501010,001,,,4/9/2010,,7.79,4.24,,,,,,,,Prøve til hurtiganalyse,,,,,,,,,,
070371010,002,9,,4/7/2010,,26.54,12.53,6.89,4.78,6.37,9.82,103.00,9.00,,"Staldg. høns, bånd",,,,,,,,,,
070370909,001,7,,,,26.67,13.28,7.11,5.07,8.53,13.87,102.00,9.52,,"Staldg. høns, bånd",,,,,,,,,,
070370909,002,7,,3/12/2009,,26.67,13.28,7.11,5.07,8.53,13.87,102.00,9.52,,"Staldg. høns, bånd",,,,,,,,,,
070371010,002,9,,9/9/2009,,27.54,17.54,7.24,5.23,9.64,12.12,115.00,12.86,,"Staldg. høns, bånd",,,,,,,,,,
070371010,003,9.4,,,,28.38,13.43,,3.90,6.30,,,7.51,,"Staldg. høns, bånd",,,,,,,,,,
070371010,004,9.4,,3/2/2010,,28.38,13.43,,3.90,6.30,,,7.51,,"Staldg. høns, bånd",,,,,,,,,,
070371010,003,7.5,,9/16/2009,,30.05,16.56,7.64,5.71,9.32,12.62,112.00,13.19,,"Staldg. høns, bånd",,,,,,,,,,
070371010,004,7.5,,,,30.05,16.56,7.64,5.71,9.32,12.62,112.00,13.19,,"Staldg. høns, bånd",,,,,,,,,,
070370909,003,7.5,,,,30.31,14.19,6.61,4.85,9.09,10.61,107.00,7.70,,"Staldg. høns, bånd",,,,,,,,,,
070370909,004,7.5,,9/15/2008,,30.31,14.19,6.61,4.85,9.09,10.61,107.00,7.70,,"Staldg. høns, bånd",,,,,,,,,,
070370909,003,7.9,,3/11/2009,,31.17,12.53,6.70,4.36,9.97,16.21,128.00,6.39,,"Staldg. høns, bånd",,,,,,,,,,
070370909,004,7.9,,,,31.17,12.53,6.70,4.36,9.97,16.21,128.00,6.39,,"Staldg. høns, bånd",,,,,,,,,,
070370909,001,10,,,,36.16,21.62,7.03,6.87,11.57,11.57,139.00,16.16,,"Staldg. høns, bånd",,,,,,,,,,
070370909,002,10,,9/17/2008,,36.16,21.62,7.03,6.87,11.57,11.57,139.00,16.16,,"Staldg. høns, bånd",,,,,,,,,,
070371010,001,9,,,,62.56,25.40,5.74,5.88,12.51,30.03,236.00,5.44,,"Staldg. høns, bånd",,,,,,,,,,
070079797,002,7,,2/28/1997,,60,19.21,8.70,13.99,18.84,,,4.80,,"Staldg. høns, dybstrøelse",,,,,,,,,,
031011111,001,30,,,,4.59,2.74,,0.43,2.60,2.60,,1.67,,Staldg. køer,,,,,,,,,,
031011717,001,22,,3/23/2017,,13.44,2.80,,0.75,1.61,,,0.82,,Staldg. køer,,,,,,,,,,
031011717,002,25,,3/24/2017,,21.26,7.61,,1.51,6.80,,,0.49,,Staldg. køer,,,,,,,,,,
031011212,001,20,,4/4/2012,,22,5.10,,0.92,4.20,,,0.20,,Staldg. køer,,,,,,,,,,
031011010,001,20,,,,23.68,4.12,,0.98,5.00,4.40,,0.69,,Staldg. køer,,,,,,,,,,
031011313,001,35,,4/2/2013,,36.7,8.64,,0.19,14.00,6.90,,0.84,,Staldg. køer,,,,,,,,,,
070371010,002,10,,4/7/2010,,34.65,14.52,7.97,5.89,10.40,15.94,75.90,9.98,,Staldg. skrabehøns,,,,,,,,,,
070370909,001,6,,3/12/2009,,41.17,12.27,6.87,9.06,13.17,39.52,129.00,4.24,,Staldg. skrabehøns,,,,,,,,,,
070370909,001,13.4,,,,41.17,12.27,6.87,9.06,13.17,39.52,129.00,4.24,,Staldg. skrabehøns,,,,,,,,,,
070370909,002,13.4,,,,41.17,12.27,6.87,9.06,13.17,39.52,129.00,4.24,,Staldg. skrabehøns,,,,,,,,,,
070370909,001,11,,,,42.89,11.19,7.82,12.01,16.73,51.47,111.00,3.73,,Staldg. skrabehøns,,,,,,,,,,
070370909,002,11,,9/17/2008,,42.89,11.19,7.82,12.01,16.73,51.47,111.00,3.73,,Staldg. skrabehøns,,,,,,,,,,
070371010,001,10,,,,47.5,21.90,8.58,9.50,18.05,22.80,127.00,11.26,,Staldg. skrabehøns,,,,,,,,,,
070371010,002,10,,9/9/2009,,47.5,21.90,8.58,9.50,18.05,22.80,127.00,11.26,,Staldg. skrabehøns,,,,,,,,,,
070371010,003,6,,9/16/2009,,71.74,21.81,8.17,15.78,22.24,48.07,207.00,7.46,,Staldg. skrabehøns,,,,,,,,,,
070371010,004,6,,,,71.74,21.81,8.17,15.78,22.24,48.07,207.00,7.46,,Staldg. skrabehøns,,,,,,,,,,
070370909,003,6.5,,2/26/2009,,75.1,23.06,8.44,13.52,19.53,51.07,211.00,6.23,,Staldg. skrabehøns,,,,,,,,,,
070370909,004,6.5,,,,75.1,23.06,8.44,13.52,19.53,51.07,211.00,6.23,,Staldg. skrabehøns,,,,,,,,,,
070371010,003,6.1,,3/2/2010,,75.23,24.60,8.36,17.30,25.58,57.17,271.00,7.30,,Staldg. skrabehøns,,,,,,,,,,
070371010,004,6.1,,,,75.23,24.60,8.36,17.30,25.58,57.17,271.00,7.30,,Staldg. skrabehøns,,,,,,,,,,
070370909,003,5.5,,9/15/2008,,75.27,23.03,7.71,14.30,19.57,42.90,251.00,6.62,,Staldg. skrabehøns,,,,,,,,,,
070370909,004,5.5,,,,75.27,23.03,7.71,14.30,19.57,42.90,251.00,6.62,,Staldg. skrabehøns,,,,,,,,,,
070329797,005,,,11/18/1997,,1.65,1.50,,0.21,2.28,,,0.05,,Tønderkompost,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
030220909,001,32.8,,,,2.34,1.47,7.21,0.28,1.29,,11.30,1.08,,"Væskefraktion, kvæg",,,,,,,,,,
030220909,001,32.8,,,,2.34,1.47,7.21,0.28,1.29,,11.30,1.08,,"Væskefraktion, kvæg",,,,,,,,,,
030220909,002,32.8,,4/3/2009,,2.34,1.47,7.21,0.28,1.29,,11.30,1.08,,"Væskefraktion, kvæg",,,,,,,,,,
030220909,002,32.8,,,,2.34,1.47,7.21,0.28,1.29,,11.30,1.08,,"Væskefraktion, kvæg",,,,,,,,,,
030220909,003,32.8,,,,2.34,1.47,7.21,0.28,1.29,,11.30,1.08,,"Væskefraktion, kvæg",,,,,,,,,,
030220909,003,32.8,,,,2.34,1.47,7.21,0.28,1.29,,11.30,1.08,,"Væskefraktion, kvæg",,,,,,,,,,
030221111,001,54.3,,4/8/2011,,4.45,3.36,7.46,0.42,3.43,,20.20,1.74,,"Væskefraktion, kvæg",,,,,,,,,,
030221111,001,54.3,,,,4.45,3.36,7.46,0.42,3.43,,20.20,1.74,,"Væskefraktion, kvæg",,,,,,,,,,
030221111,002,54.3,,,,4.45,3.36,7.46,0.42,3.43,,20.20,1.74,,"Væskefraktion, kvæg",,,,,,,,,,
030221111,002,54.3,,,,4.45,3.36,7.46,0.42,3.43,,20.20,1.74,,"Væskefraktion, kvæg",,,,,,,,,,
030221111,003,54.3,,,,4.45,3.36,7.46,0.42,3.43,,20.20,1.74,,"Væskefraktion, kvæg",,,,,,,,,,
030221010,001,45.7,,,,4.61,3.35,7.26,0.41,3.64,,20.60,1.84,,"Væskefraktion, kvæg",,,,,,,,,,
030221010,001,45.7,,6/15/2010,,4.61,3.35,7.26,0.41,3.64,,20.60,1.84,,"Væskefraktion, kvæg",,,,,,,,,,
030221010,002,45.7,,,,4.61,3.35,7.26,0.41,3.64,,20.60,1.84,,"Væskefraktion, kvæg",,,,,,,,,,
030221010,002,45.7,,,,4.61,3.35,7.26,0.41,3.64,,20.60,1.84,,"Væskefraktion, kvæg",,,,,,,,,,
030221010,003,45.7,,,,4.61,3.35,7.26,0.41,3.64,,20.60,1.84,,"Væskefraktion, kvæg",,,,,,,,,,
030221010,003,45.7,,,,4.61,3.35,7.26,0.41,3.64,,20.60,1.84,,"Væskefraktion, kvæg",,,,,,,,,,
030221111,002,45.7,,6/3/2011,,4.64,3.22,6.98,0.46,2.64,,18.00,1.79,,"Væskefraktion, kvæg",,,,,,,,,,
030221111,002,45.7,,,,4.64,3.22,6.98,0.46,2.64,,18.00,1.79,,"Væskefraktion, kvæg",,,,,,,,,,
030221111,003,45.7,,,,4.64,3.22,6.98,0.46,2.64,,18.00,1.79,,"Væskefraktion, kvæg",,,,,,,,,,
030220909,001,27.2,,,,4.79,2.99,7.34,0.57,2.97,,22.20,2.10,,"Væskefraktion, kvæg",,,,,,,,,,
030220909,001,27.2,,,,4.79,2.99,7.34,0.57,2.97,,22.20,2.10,,"Væskefraktion, kvæg",,,,,,,,,,
030220909,002,28,,,,4.79,2.99,7.34,0.57,2.97,,22.20,2.10,,"Væskefraktion, kvæg",,,,,,,,,,
030220909,002,28,,,,4.79,2.99,7.34,0.57,2.97,,22.20,2.10,,"Væskefraktion, kvæg",,,,,,,,,,
030220909,003,28,,5/26/2009,,4.79,2.99,7.34,0.57,2.97,,22.20,2.10,,"Væskefraktion, kvæg",,,,,,,,,,
030220909,003,28,,,,4.79,2.99,7.34,0.57,2.97,,22.20,2.10,,"Væskefraktion, kvæg",,,,,,,,,,
030221010,001,62.9,,4/7/2010,,5,3.56,7.06,0.47,3.15,,23.00,1.95,,"Væskefraktion, kvæg",,,,,,,,,,
030221010,001,62.9,,,,5,3.56,7.06,0.47,3.15,,23.00,1.95,,"Væskefraktion, kvæg",,,,,,,,,,
030221010,002,62.9,,,,5,3.56,7.06,0.47,3.15,,23.00,1.95,,"Væskefraktion, kvæg",,,,,,,,,,
030221010,002,62.9,,,,5,3.56,7.06,0.47,3.15,,23.00,1.95,,"Væskefraktion, kvæg",,,,,,,,,,
030221010,003,62.9,,,,5,3.56,7.06,0.47,3.15,,23.00,1.95,,"Væskefraktion, kvæg",,,,,,,,,,
030221010,003,62.9,,,,5,3.56,7.06,0.47,3.15,,23.00,1.95,,"Væskefraktion, kvæg",,,,,,,,,,
030221111,003,45.7,,,,7.06,3.69,6.36,0.61,2.68,,28.00,2.07,,"Væskefraktion, kvæg",,,,,,,,,,
030221111,001,45.7,,,,7.87,3.40,5.71,0.55,2.68,,34.30,1.54,,"Væskefraktion, kvæg",,,,,,,,,,
030221111,001,45.7,,,,7.87,3.40,5.71,0.55,2.68,,34.30,1.54,,"Væskefraktion, kvæg",,,,,,,,,,
070851717,002,185,,,,,,,,,,,,,,,2.12,4.20,,0.45,2.12,,,3.45,
